time,map_coverage
1617761182.4452128,6.0
1617761187.524304,6.5
1617761192.5200899,7.000000000000001
1617761197.688913,7.000000000000001
1617761202.9021635,7.000000000000001
1617761208.014766,7.000000000000001
1617761213.2149704,7.249999999999999
1617761218.3803327,7.249999999999999
1617761223.500615,7.5
1617761228.5666568,8.0
1617761233.6601694,8.25
1617761238.489616,8.5
1617761243.528813,9.25
1617761248.4652107,9.5
1617761253.51598,9.5
1617761258.6625192,9.75
1617761263.7045648,10.25
1617761268.7894032,10.25
1617761273.8816712,10.25
1617761278.954509,10.5
1617761284.159341,10.5
1617761289.3864932,10.5
1617761294.69086,10.5
1617761299.9153547,10.5
1617761355.5891638,14.75
1617761360.6751373,16.5
1617761365.7673035,17.0
1617761370.8086147,17.0
1617761375.9982462,17.0
1617761381.189267,17.0
1617761386.3718362,17.0
1617761391.6103892,17.25
1617761396.5700116,17.25
1617761401.8598592,17.25
1617761407.1603231,17.25
1617761412.1918764,17.25
1617761417.4928162,17.25
1617761422.732326,17.25
1617761427.8922014,17.25
1617761432.991844,17.25
1617761438.1425648,17.25
1617761443.2082229,17.25
1617761448.4993684,17.25
1617761453.7164433,17.25
1617761458.8550665,17.25
1617761464.2105892,17.25
1617761469.281608,17.25
1617761474.5533307,17.25
1617761479.7571497,17.25
1617761536.4883816,22.5
1617761541.3828373,24.25
1617761546.586412,24.5
1617761551.6627102,24.5
1617761556.7284017,24.5
1617761561.8279781,24.5
1617761566.9789288,24.5
1617761572.1236472,24.5
1617761577.3654084,24.5
1617761582.4564602,24.5
1617761587.591614,24.5
1617761592.7643118,24.5
1617761597.5131183,24.5
1617761602.3671155,25.0
1617761607.4612465,25.0
1617761612.4684517,25.25
1617761617.6106763,25.25
1617761622.755837,25.25
1617761627.8425086,25.25
1617761632.9801543,25.25
1617761638.0976582,25.25
1617761643.3858132,25.25
1617761648.4465406,25.25
1617761653.4783556,25.25
1617761658.6572738,25.25
1617761716.166501,26.5
1617761721.2306294,27.250000000000004
1617761726.3317428,27.250000000000004
1617761731.4410768,27.250000000000004
1617761736.5257347,27.250000000000004
1617761741.5246396,27.250000000000004
1617761746.5324438,27.250000000000004
1617761751.5491776,27.500000000000004
