time,map_coverage
1617717919.3491275,51.74999999999999
1617717924.4067168,51.74999999999999
1617717929.5012074,51.74999999999999
1617717934.58955,51.74999999999999
1617717939.7568405,51.74999999999999
1617717944.8346176,51.74999999999999
1617717949.8283267,51.74999999999999
1617717954.9034145,51.74999999999999
1617717959.925582,51.74999999999999
1617717964.873963,51.74999999999999
1617717969.986131,51.74999999999999
1617717975.1464121,51.74999999999999
1617717980.3606794,51.74999999999999
1617717985.6218631,51.74999999999999
1617718043.6296937,51.74999999999999
1617718048.6366658,54.50000000000001
1617718053.6466718,54.50000000000001
1617718058.6534708,54.50000000000001
1617718063.5903199,54.50000000000001
1617718068.5183082,54.50000000000001
1617718073.40696,54.50000000000001
1617718078.4677494,54.50000000000001
1617718083.6169515,54.50000000000001
1617718088.7785351,54.50000000000001
1617718093.9031131,54.50000000000001
1617718099.0508955,54.50000000000001
1617718104.2408843,54.50000000000001
1617718109.2249818,54.50000000000001
1617718114.2560992,54.50000000000001
1617718119.2482622,54.50000000000001
1617718124.2263432,54.50000000000001
1617718129.2577891,54.50000000000001
1617718134.326663,54.50000000000001
1617718139.444789,54.50000000000001
1617718144.4981823,54.50000000000001
1617718149.7246695,54.50000000000001
1617718154.817353,54.50000000000001
1617718159.8346033,54.50000000000001
1617718164.7227056,54.50000000000001
1617718221.5417802,55.75
1617718226.6698668,56.49999999999999
1617718231.7339365,56.49999999999999
1617718236.616957,56.49999999999999
1617718241.700841,56.49999999999999
1617718246.7713816,56.49999999999999
1617718251.96221,56.49999999999999
1617718257.122433,56.75
1617718262.3552704,56.75
1617718267.5594652,56.75
1617718272.6781409,56.75
1617718277.8608575,56.75
1617718283.0070705,56.75
1617718288.1241043,56.75
1617718293.1931052,56.75
1617718298.387203,56.75
1617718303.558544,56.75
1617718308.6940217,56.75
1617718313.8342674,56.75
1617718318.9235466,56.75
1617718324.13439,56.75
1617718329.3456275,56.75
1617718334.4477038,56.75
1617718339.6460302,56.75
1617718344.7803395,56.75
1617718402.3616152,56.75
1617718407.516249,56.75
1617718412.6363885,56.75
1617718417.7031422,56.75
1617718422.9006188,56.75
1617718427.9372857,56.75
1617718433.090081,56.75
1617718438.1389465,56.75
1617718443.2855349,56.75
1617718448.3529289,56.75
1617718453.3709283,56.75
1617718458.4395857,56.75
1617718463.476944,56.75
1617718468.63818,56.75
1617718473.7965367,56.75
1617718478.8254626,56.75
1617718483.631546,56.75
1617718488.7718325,56.75
1617718494.0037274,56.75
1617718499.0984464,56.75
1617718504.3667474,56.75
1617718509.7230997,56.75
1617718515.0574822,56.75
1617718520.4360998,56.75
1617718525.8232713,56.75
1617718585.7395918,57.25
1617718590.943339,57.25
1617718596.181907,57.25
1617718601.4346547,57.25
1617718606.6722124,57.25
1617718611.869411,57.75
1617718617.0574982,57.75
1617718622.228505,57.75
1617718627.4578729,57.75
1617718632.6386905,57.75
1617718637.469661,57.75
1617718642.4180708,57.75
1617718647.5734885,57.75
1617718652.8834302,57.75
1617718658.1951988,57.75
1617718663.4505715,57.75
1617718668.7859318,57.75
1617718674.1612322,57.75
1617718679.4994023,57.75
1617718684.795998,57.75
1617718690.122249,57.75
1617718695.4028714,57.75
1617718700.7532039,57.75
1617718706.126885,57.75
1617718711.505168,57.75
1617718771.6788347,59.75
1617718776.8949814,59.75
1617718782.0293498,59.75
1617718787.2059476,59.75
1617718792.358015,59.75
1617718797.8690038,59.75
1617718803.224463,59.75
1617718808.5249603,59.75
1617718813.8230445,59.75
1617718819.1482282,59.75
1617718824.3371499,59.75
1617718829.6471806,59.75
1617718834.9913712,59.75
1617718840.1559622,59.75
1617718845.3548543,59.75
1617718850.5817425,59.75
1617718855.8657894,59.75
1617718861.102931,59.75
1617718866.4445734,59.75
1617718871.509695,59.75
1617718876.965999,59.75
1617718882.4178205,59.75
1617718887.6314108,59.75
1617718892.926731,59.75
1617718898.4501908,59.75
