time,map_coverage
1617749966.2370272,5.5
1617749971.4222221,5.75
1617749976.5570252,9.25
1617749981.599026,9.5
1617749986.4729972,9.75
1617749991.8494816,9.75
1617749996.7516189,10.0
1617750001.8711078,10.5
1617750006.6225889,10.5
1617750011.6736507,10.75
1617750016.8069854,10.75
1617750021.9162633,11.25
1617750027.043495,11.75
1617750032.1799555,11.75
1617750037.264413,11.75
1617750042.1687188,11.75
1617750047.1457179,12.0
1617750052.2004044,12.25
1617750057.3469548,12.25
1617750062.3996806,12.25
1617750067.4336414,12.5
1617750072.5192142,12.5
1617750077.6731029,12.5
1617750082.8310575,12.5
1617750138.5335855,15.0
1617750143.5274749,16.0
1617750148.4279497,16.0
1617750153.6067882,17.0
1617750158.7090049,17.0
1617750163.8831062,17.25
1617750169.0018072,17.25
1617750174.032834,17.25
1617750178.96518,17.5
1617750183.9248466,17.5
1617750188.8762147,17.5
1617750194.2706547,17.5
1617750199.46616,17.5
1617750204.5178366,17.5
1617750209.9786143,17.5
1617750215.154166,17.5
1617750220.3476877,17.75
1617750225.5229378,17.75
1617750230.602337,17.75
1617750235.6830378,17.75
1617750240.751601,17.75
1617750245.883281,17.75
1617750251.0582395,17.75
1617750256.193256,17.75
1617750261.3349054,17.75
1617750317.6068077,20.25
1617750322.4708047,21.75
1617750327.5299945,21.75
1617750332.5925744,21.75
1617750337.6296651,21.75
1617750342.6779296,21.75
1617750347.8319216,21.75
1617750352.8952925,21.75
1617750357.9340699,21.75
1617750362.9166765,21.75
1617750368.0292957,21.75
1617750373.1744988,21.75
1617750378.4645998,22.25
1617750383.8894389,22.25
1617750389.132597,22.25
1617750394.3007646,22.25
1617750399.739918,22.25
1617750404.8653858,22.25
1617750410.072739,22.25
1617750415.170117,22.25
1617750420.3663812,22.25
1617750425.584183,22.25
1617750430.663633,22.25
1617750435.7933922,22.75
1617750441.007326,23.25
1617750497.657932,26.75
1617750502.58944,28.749999999999996
1617750507.6481042,28.749999999999996
1617750512.651851,28.749999999999996
1617750517.8251238,28.749999999999996
1617750523.1294854,28.749999999999996
1617750528.4280524,28.749999999999996
1617750533.5597777,28.749999999999996
1617750538.6603026,28.749999999999996
1617750543.84583,28.749999999999996
1617750549.0075169,28.749999999999996
1617750554.0775604,28.749999999999996
1617750559.0089629,28.749999999999996
1617750563.9495275,28.749999999999996
1617750569.027386,28.749999999999996
1617750574.1215467,28.749999999999996
1617750579.2848144,28.749999999999996
1617750584.3766646,28.749999999999996
1617750589.48082,28.749999999999996
1617750594.6489267,28.749999999999996
1617750599.7792563,28.749999999999996
1617750604.9875033,28.749999999999996
1617750610.1407692,28.749999999999996
1617750615.2716436,28.749999999999996
1617750620.4146416,28.749999999999996
1617750676.275986,33.0
1617750681.3167787,33.5
1617750686.4183037,33.5
1617750691.534463,33.5
1617750696.6706219,33.5
1617750701.482796,33.5
1617750706.5108345,33.5
1617750711.5939116,33.5
1617750716.5043278,33.5
1617750721.3159873,33.5
1617750726.0117707,33.5
1617750730.7559903,33.5
1617750735.4646442,33.5
1617750740.132802,33.5
1617750744.9096873,33.5
1617750749.8693888,33.5
1617750754.7615573,33.5
1617750759.9055493,33.5
1617750764.644817,33.5
1617750769.4292297,33.5
1617750774.1324584,33.5
1617750778.9474046,33.5
1617750783.9541588,33.5
1617750789.2915697,33.5
1617750794.6037934,33.5
1617750852.0166922,39.0
1617750856.9586563,39.5
1617750862.104879,39.5
1617750866.9719622,39.5
1617750872.089212,39.5
1617750876.8845603,39.5
1617750881.8552277,39.75
1617750886.9411073,39.75
1617750892.0270307,39.75
